,claim_veracity,claim,topics,speaker,context
11903,True,Because as a Senator Toomey stood up for Wall Street. He wanted to privatize Social Security and invest it in the stock market. Wall Street would make billions in fees even if the stock market crashed.,['social-security'],Afscme,ad
11904,False,"It's ""common knowledge"" that al-Qaida is receiving training from Iran.",['iraq'],John Mccain,Undefined
11905,True,"Ive got the spending down, Ive got the debt down a little bit, Ive got the reserves up.","['county-budget', 'county-government', 'debt', 'state-budget', 'state-finances', 'taxes']",Mark Harris,speech
11906,True,When I talk about (raising the) minimum wage ... half of Republicansagree with it.,"['economy', 'jobs', 'polls']",Barack Obama,speech
11907,False,President Barack Obamas overturning of the Mexico City Policy means federal tax dollars can be used to fund abortion all over the world.,['abortion'],Rick Perry,speech
11909,False,"The last quarter, it was just announced, our gross domestic product was below zero. Who ever heard of this? Its never below zero.","['economy', 'jobs']",Donald Trump,speech
11911,False,The 2010 DREAM Act failed despite strong bipartisan support.,"['bipartisanship', 'immigration']",Janet Napolitano,speech
11912,True,"During the George W. Bush period, there were 13 attacks on various embassies and consulates around the world. Sixty people died.","['foreign-policy', 'history', 'terrorism']",John Garamendi,speech
11913,True,Texas high school graduation rates are at an all-time highthe third-highest in the nationwhich represents a significant turnaround from just a few short years ago.,['education'],Rick Perry,speech
11914,True,Public display of a long rifle is perfectly legal in Texas.,"['government-regulation', 'guns', 'legal-issues']",Mike Hashimoto,speech
11915,False,Transportation Secretary Ray LaHood will force you to stop using your cell phone while driving.,"['public-safety', 'pundits', 'technology', 'transportation']",Lars Larson,social media
11916,True,Donald Trumps tax plan gives the wealthy and corporations more than the Bush tax cuts by at least a factor of two.,['taxes'],Hillary Clinton,speech
11917,True,Houston is the third-most toxic city in the United States of America.,"['economy', 'energy', 'environment']",Farouk Shami,speech
11918,False,The state GOP ticket says their top priority is a career-long mission to outlaw abortion in all cases and ban some common forms of birth control.,['abortion'],Terry Mcauliffe,speech
11919,True,"As a result of Roe vs. Wade, Americas maternal mortality rate dropped dramatically.","['abortion', 'public-health', 'supreme-court', 'women']",Hillary Clinton,speech
11920,True,"We definitely lost way more jobs in Texas this year than we gained we lost 300,000 jobs in Texas alone this year.",['economy'],Kay Bailey Hutchison,speech
11921,False,Planned Parenthood is not actually doing womens health issues.,"['abortion', 'women']",Jeb Bush,speech
11922,False,"Most of the stimulus money will be spent not this year, not next year, but in 2011.","['economy', 'pundits', 'stimulus']",George Will,speech
11923,False,Holly Turner... still takes her homestead (property tax) exemption in Fort Worth.,"['legal-issues', 'taxes']",Paul Workman,speech
11924,True,Mercedes-Benz USA moving its headquarters to Atlanta will create at least 800 jobs.,"['economy', 'jobs']",Nathan Deal,news
11925,False,Fast and Furious began under the Bush administration.,['guns'],Barack Obama,speech
11927,False,"Alaska Sen. Mark Begich is on record supporting a carbon tax, even pushing Harry Reid to make it a priority.","['energy', 'environment']",Americans Prosperity,ad
11928,True,Georgia had the worst job losses in state history under GOP watch.,['jobs'],Roy Barnes,writing
11929,False,"Under the House health care bill, the government ""will have to penalize citizens if we choose not to buy a plan that will cost a minimum of about $15,000 per family per year.""","['health-care', 'taxes']",Sarah Palin,social media
11932,True,Florida is second in the nation in the uninsured.,"['health-care', 'medicaid']",Christopher L Smith,speech
11933,False,"Barack Obama endorsed a total ban on the manufacture, sale and possession of all handguns.","['candidates-biography', 'guns']",Wayne Lapierre,speech
11934,False,75 percent of the Obamacare tax falls on the middle class.,"['health-care', 'message-machine-2012', 'taxes']",Facebook Posts,social media
11935,False,Hartsfield-Jacksons new international terminal is opening within budget.,['transportation'],John Kennedy,speech
11936,True,92 percent of Texas counties had no abortion provider in 2008.,['abortion'],Wendy Davis,speech
11937,False,"By advocating new requirements for voters to show ID cards at the polls, Republicans want to literally drag us all the way back to Jim Crow laws.","['elections', 'legal-issues']",Debbie Wasserman Schultz,speech
11938,True,The United states is borrowing more than 40 cents of every dollar we spend.,"['deficit', 'federal-budget', 'social-security']",Scott Rigell,news
11939,False,Charlie Bass forfeits right to equal cost for TV ads under FCC rules,['campaign-advertising'],Ann Mclane Kuster,news
11940,True,I am now the No. 2 member of this House in terms of length of service.,"['job-accomplishments', 'public-service']",Bill Batchelder,speech
11941,False,"It was found unconstitutional to drug test elected officials because it prevents us, as citizens, from having that First Amendment right.",['drugs'],Jimmie T Smith,speech
11942,True,The inspector general for the IRS said there was no political motivation and no outside influence for targeting of tax-exempt applications from tea party groups,['taxes'],Sander Levin,speech
11943,True,The United States is the Saudi Arabia of coal.,['energy'],Eric Cantor,speech
11944,True,More black babies are aborted in NYC than born.,"['abortion', 'corrections-and-updates', 'women']",Cynthia Meyer,speech
11945,False,Martin Luther King Jr. was a Republican.,"['bipartisanship', 'history']",Charlotte Bergmann,ad
11946,False,The states rainy day fund is our insurance policy against a major natural disaster.,"['state-budget', 'taxes']",Rick Perry,speech
11947,False,"There comes a point in the last year of the president, especially in their second term, where you stop nominating both Supreme Court justices and Court of Appeals judges.",['supreme-court'],Marco Rubio,speech
11948,False,State Rep. Elena Parent supported Governor Nathan Deals plan to slash the HOPE scholarship.,"['education', 'elections']",Kyle Williams,ad
11949,True,"Under Gov. Tom Corbett, Pennsylvania ranks 49th in job creation.","['economy', 'jobs', 'states']",Fresh Start Pa,ad
11951,False,After the 2001 and 2003 Bush tax rate cuts ... there was more money coming into the treasury.,['taxes'],Ron Christie,speech
11952,True,Donald Trump is on record extensively supporting (the) intervention in Libya.,['foreign-policy'],Hillary Clinton,social media
11954,False,"Russ Feingold Says Ron Johnson justifies his support of trade agreements by saying the U.S. has the Trade Adjustment Assistance program for displaced workers, but then he voted to eliminate it.",['trade'],Russ Feingold,speech
11956,False,"In the last 24 months, 10 rural Texas hospitals have been forced to shut their doors because state leaders chose not to expand Medicaid.","['corrections-and-updates', 'health-care', 'public-health', 'state-budget', 'state-finances']",Childrens Defense Fund Texas,news
11957,True,Texas is dead last in support for mental health.,"['health-care', 'public-health', 'state-budget', 'state-finances']",Wendy Davis,social media
11958,False,Chuck Hagel has called for an end to our nuclear program.,"['foreign-policy', 'nuclear']",Americans Strong Defense,ad
11959,True,Ted Cruz defended a Chinese company that stole an invention from an American inventor.,"['china', 'corporations', 'legal-issues']",Marco Rubio,speech
11961,True,Rhode Island has the highest percentage of uninsured adults of any state in New England.,"['economy', 'health-care', 'poverty']",Marie Ghazal,speech
11962,True,Zika mosquitoes cant catch me.,"['public-health', 'sports']",Usain Bolt,speech
11963,True,Pinellas County voters elected me as their chief financial officer (and) elected me as (their) governor four years ago.,['elections'],Alex Sink,speech
11964,True,Opponents of the health care law prevailed on our two main arguments to the U.S. Supreme Court.,['health-care'],Sam Olens,speech
11965,False,Its clear thatHillary Clintonviolated national security laws.,['legal-issues'],Jack_Graham,speech
11966,False,"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city.","['crime', 'guns']",Donald Trump,speech
