,claim,claim_veracity
3651,Chitty Chitty Bang Bang is a film.,1
3652,Edward VIII was a son.,1
3653,The Great Gatsby explores themes of decadence.,1
3654,Marie Curie was naturalized-German.,0
3655,Lisa Lopes wasn't a member of TLC.,0
3656,How to Be is written and directed by Ouehbs Iwjeaqk.,0
3657,Desperate Housewives has only ever been a horror movie.,0
3658,Tom Brady has been in the Super Bowl zero times.,0
3659,Abraham Lincoln lost a Senate race to Stephen A. Douglas.,1
3660,Jawbreaker (film) is the highest grossing high school film.,0
3661,Thor: The Dark World is the eighth film in the MCU.,1
3662,Robin Thicke has worked with a female singer born in 1971.,1
3663,Matt Smith's last television role was in the BBC adaptation of Philip Pullman's The Ruby in the Smoke.,0
3664,Arrested Development follows the Bush family.,0
3665,"Jared Kushner died on January 10th, 1980.",0
3666,Ayn Rand had a play on Broadway.,1
3667,Debbie Reynolds was nominated for a Tony.,1
3668,Greenpeace is focused on the issues of deforestation.,1
3669,Zeus is the father of Cronus and Rhea.,0
3670,Rupert Wyatt is only a chef.,0
3671,Bangladesh shares a border with two countries.,1
3672,Give Me Everything initially came out in 2010.,0
3673,Boston has zero schools.,0
3674,Atlantic City was only made in 2001.,0
3675,Christopher Lloyd worked on a PBS Kids series.,1
3676,Urdu is a language in which Reuters transmits news.,1
3677,Brian Eno joined a rap group.,0
3678,The Evil Queen has been voice acted by Kathy Najimy.,1
3679,Tina Fey joined SNL as a teenager.,0
3680,Cleopatra made her son co-ruler in name.,1
3681,Saswata Chatterjee refuses to work in film.,0
3682,John McEnroe is known for his shot-making skills.,1
3683,Margaret Mitchell was incapable of writing Gone with the Wind (novel) which was published in 1998.,0
3684,Wyatt Earp took part in anything except the wagering of money.,0
3685,Lee Harvey Oswald assassinated a pope.,0
3686,Cher has won a Grammy Award.,1
3687,All the Pretty Horses is a 2017 movie.,0
3688,Andy Dwyer takes a job as a shoe-shiner at the graveyard.,0
3689,Stockard Channing played a role in The Big Bus (1976).,1
3690,Home Alone was released in 1990 and directed by Chris Columbus.,1
3691,"On The Great British Sewing Bee, sewers compete to be named ""Britain's best home sewer"" on BBC.",1
3692,Super Metroid is a game.,1
3693,Penny Dreadful aired only on Canadian television networks.,0
3694,Led Zeppelin II was released by Capitol Records.,0
3695,Seattle is a city.,1
3696,Cricket is followed in the United Kingdom.,1
3697,Keanu Reeves was in the Matrix.,1
3698,Ederson Moraes plays only as a forward.,0
3699,"24 ended on May 24, 2010.",1
3700,Me Before You is set in Australia.,0
3701,Sarrainodu was produced by Boyapati Srinu.,0
3702,Nike had a revenue of 24.3 billion dollars in 2012.,0
3703,Thomas DeSimone was Irish.,0
3704,The Invention of Lying first came out in January of 1978.,0
3705,The Lion King is incapable of being a story.,0
3706,Sterling archer is known simply as Snoopy.,0
3707,The Super Nintendo Entertainment System came after the Nintendo Entertainment System.,1
3708,To Kill a Mockingbird's only theme is man versus nature.,0
3709,Ryan Phillippe played the role of Billy Douglas.,1
3710,Israel is an OECD member.,1
3711,William Shakespeare's plays have been transcribed in every major living language.,1
3712,Gold has been used for money.,1
3713,Iron Man 3 is written and directed by Shane Black.,1
3714,The Taj Mahal does not have a mosque.,0
3715,"Evolution was by someone born on May 11, 1992.",0
3716,Cersei Lannister is in A Song of Ice and Fire.,1
3717,The Beach Boys was a band.,1
3718,The Beach Boys were co-founded by the president.,0
3719,Luke Evans starred in a film.,1
3720,Nepal hosts the permanent secretariat of the SAARC.,1
3721,Aragonese is a Western Romance Language.,1
3722,Winona Ryder received Academy Award nominations.,1
3723,Mike Pence has worked since at least 1234 BC.,0
3724,Jane Lynch turned down the role she was offered in Role Models.,0
3725,Ecuador borders Argentina.,0
3726,The Hermetic Order of the Golden Dawn was uninterested in the study of the occult.,0
3727,"Lithuania's largest city has a population of 600,000.",0
3728,Evan Rachel Wood has rarely appeared in mainstream films.,0
3729,Citadelle Laferrière is located around halfway up Bonnet A L'Eveque.,0
3730,Peer Astrom refused to ever work with Madonna.,0
3731,Bobby Moore was incapable of playing football since birth.,0
3732,Basketball requires no equipment.,0
3733,Eddie Redmayne played only lead roles.,0
3734,Dhool featured Jyothika in a lead role.,1
3735,Jennifer Hudson was in American Idol.,1
3736,Jeffrey Dahmer was a killer of seventeen people.,0
3737,Ryan Gosling took a hiatus.,1
3738,Limbu is a Germanic language.,0
3739,Tiger Woods is a British professional golfer.,0
3740,Myles Kennedy formed a music group in a state.,1
3741,Taylor Kitsch is not Canadian.,0
3742,Paul Simon is not an actor.,0
3743,Three Men and a Baby passed up Tom Selleck for a role in the film.,0
3744,Square Enix published Kingdom Hearts III.,1
3745,Nigeria is one of eleven countries in the Next Eleven.,1
3746,A boycott is a protest.,1
3747,Dwayne Johnson is also known as The Rock.,1
3748,"Harry Potter and the Deathly Hallows was released by Bloomsbury Publishing in the UK, Scholastic in the US, and Raincoat Books in Canada.",1
3749,Dragon is taken from the Indo-European family.,1
3750,The brown bear is a river.,0
3751,Glenn Frey is a rock singer.,1
3752,British Airways is the largest airline by passengers carried.,0
3753,Glen Campbell won awards.,1
3754,"Susan Atkins died on September 24, 2009.",1
3755,Dwayne Johnson's entire football career was spent playing for the Miami Dolphins.,0
3756,Paul Simon couldn't be found in Time magazine.,0
3757,Jessica Lange won an entertainment industry award.,1
3758,Dunkirk (2017 film) was shot on film stock.,1
3759,Ethiopia lacks rivers.,0
3760,Honey is a type of sugary spread.,1
3761,Alfred Hitchcock is a director.,1
3762,On Stranger Tides is a 1997 novel.,0
3763,Mission: Impossible 6 is a film.,1
3764,Terminator Salvation is a film about a British-born Australian actor.,0
3765,Another One Bites the Dust was written by a bass guitarist.,1
3766,Portal 2 was released for Xbox.,1
3767,Cher has sold 100 million records worldwide.,1
3768,United Kingdom has the second-largest economy by purchasing power parity.,0
3769,Shueisha is a Japanese book and video game fan.,0
3770,Big Show is not a wrestler.,0
3771,Reds is a film completely outside of the epic drama genre.,0
3772,Spider-Man was released.,1
3773,The 2013 NBA draft took place in New York.,1
3774,Agatha Christie lost her life in 1976.,1
3775,Michael Winterbottom has worked with English actor John Simm.,1
3776,Billy Clanton's maiden name is William Harrison Clanton.,0
3777,Pablo Fenjves ghostwrote for a comedian.,1
3778,English isn't influenced by Latin.,1
3779,Cry Freedom was shot in Nigeria.,0
3780,Alicia Vikander starred in a film.,1
3781,Marc Maron co-hosted Breakroom Live with Jon Stewart.,0
3782,"Ancient Egypt began under the second Pharaoh, Narmer.",0
3783,Mexico's economy includes extraction of resources.,1
3784,Eleveneleven is a company.,1
3785,"Cary Grant performed with a troupe known as ""The Penders"".",1
3786,Marilyn Monroe took a break from acting from 1947 to 1959.,0
3787,Ronda Rousey's first feature film role was in Fast & Furious.,0
3788,José Aldo is the current UFC Featherweight Champion and is in his second reign.,1
3789,Frank Sedgman only played soccer.,0
3790,Perth is the capitol of the nation Western Australia.,0
3791,Mauritius has high economic freedom.,1
3792,Alice is a reworking of an English film.,0
3793,Taiwan has the Phillippines to its south.,1
3794,Jared Padalecki only acted in live stage performances.,0
3795,Mao Zedong died on July 4th 1976.,0
3796,Lady Gaga is known for her provocative work.,1
3797,Danny Carey is a Japanese instrumentalist.,0
3798,Daft Punk has had success since the 1990's.,1
3799,Romelu Lukaku plays in the American football league.,0
3800,London was established in the year 43.,1
3801,Wyoming is the most populous state in the country.,0
3802,Radiohead pioneered alternative release platforms.,1
3803,Michael Shannon was incapable of getting involved with the film Man of Steel (film).,0
3804,The Ten Commandments (1956 film) is only a book.,0
3805,The Olympic Games occur every two years.,0
3806,Joaquin Phoenix does not campaign for In Defense of Animals.,0
3807,"Tupac Shakur was inducted into the Rock and Roll Hall of Fame on the April 7th, 2017.",1
3808,Mariah Carey made US chart history.,1
3809,New England is not made of states.,0
3810,Las Vegas is not the largest city within the greater Mojave Desert.,0
3811,Kamala Harris went to a public law school In San Francisco.,1
3812,Ben Kingsley's career has spanned under 40 years.,0
3813,Spider-Man: Homecoming is intended to be the second film in the Spider-Man reboot.,1
3814,The Netherlands is in the United Nations.,0
3815,Shia LaBeouf was in zero films in 2008.,0
3816,Wild was premiered in 2014.,1
3817,Margaret Atwood is a novelist who writes poetry.,1
3818,Young MC is an English-born American actor.,1
3819,Liverpool F.C. is in the American football league.,0
3820,Taipei is a global city.,1
3821,All members of The Rolling Stones refused to be in Performance (film),0
3822,Carol Leifer was born in 1957.,0
3823,"Christina Aguilera was born in Staten Island, Maine.",0
3824,Sherlock (TV series) is based on letters by a French author.,0
3825,Sense8 is a drug.,0
3826,C. S. Forester wrote tales of warfare.,1
3827,World War I excluded the Allies fighting the Central Powers.,0
3828,The USS Constitution is a United States Navy ship.,1
3829,Emmanuel Adebayor refused to ever play for Togo.,1
3830,Mirka Federer was born with the name of Miroslava Vavrincova.,1
3831,The term cult film was used before 1950s.,0
3832,Nikola Tesla was born in the Ottoman Empire.,0
3833,Anne Hathaway has yet to act.,0
3834,Christoph Waltz has done acting.,1
3835,Ketogetnic diet is used not to treat difficult-to-control epilepsy in children.,0
3836,Rachel McAdams didn't work in Canadian television and film productions.,0
3837,Dwayne Johnson is a wrestler.,1
3838,Abraham Lincoln wrote letters against the expansion of slavery.,1
3839,Heikegani has a shell that bears a pattern resembling a human face.,1
3840,Chris Stapleton is the writer of the song Never Wanted Nothing More.,1
3841,Unpredictable was a single.,0
3842,"Drew Barrymore starred in Blended, a film directed by Frank Coraci.",1
3843,Just Dance was song that gained success instantly.,0
3844,Tiger Woods had a career-high win streak of 107 weeks.,1
3845,The Carmichael Show was canceled in May 2017.,0
3846,Demon Days charted at #1 in the UK.,0
3847,Give Me Everything was premiered in 2012.,0
3848,The Crazies is an American film.,1
3849,Avatar: The Last Airbender is an American television dinner.,0
3850,"J. J. Cale was born on May 5, 1938.",0
3851,William Shakespeare did not write tragicomedies.,0
3852,Jon Watts directed the marvel movie Spider-Man: Homecoming.,1
3853,Naproxen relieves suffering.,1
3854,Michelle Obama gave speeches at two Republican National Conventions.,0
3855,There is a film called Spotlight.,1
3856,Elizabeth Taylor was not an actress.,0
3857,Roald Dahl was unqualified to ever become an acting wing commander.,0
3858,John McEnroe is known for his rivalry with Björn Borg.,1
3859,Resident Evil's antagonist is portrayed by Milla Jovovich.,0
3860,"Dragon is from a non-Greek word meaning ""dragon, serpent of huge size, water-snake.""",0
3861,Labor Pains was a 2012 American movie directed by Lara Shapiro.,1
3862,Girls' Generation is a music act from Asia.,1
3863,Cher has been described as embodying female autonomy.,1
3864,"Sade is on VH1's ""100 Greatest Hard Rock Artists"" list.",1
3865,Leukemia is a group of cancers.,1
3866,Rebecca Hall had a role as a newscaster.,1
3867,Ecuador shares a border with Colombia.,1
3868,Black Mirror is a American movie.,0
3869,Wyatt Earp worked to do anything except to extract minerals from placer deposits.,1
3870,Andrew Wood had no involvement the band Malfunkshun.,0
3871,The main character of Memento abstains from using tattoos to track information he cannot remember.,0
3872,Jimmy Carter was a president of the united states.,1
3873,"Usain Bolt has been to three Olympics in 2008, 2012, and 2016.",1
3874,Seattle is the largest city in the Pacific Northwest area of North America.,1
3875,Steven Zaillian won a Laurel Award for Screenwriting Achievement.,1
3876,Wallander is a city in Germany.,0
3877,Cristiano Ronaldo was a soccer player.,1
3878,Stranger than Fiction is an American fantasy film.,1
3879,Doug Jones did not star in a science fiction horror film.,0
3880,Hacksaw Ridge earned zero money.,0
3881,"Michael Fassbender was birthed April 2, 1977.",1
3882,Logan Lerman starred in a 2016 American drama work.,1
3883,Derrick Rose was the youngest player to win the NBA's MVP Award when he won in 2011.,1
3884,Miles Teller graduated from New York University.,1
3885,Steven Spielberg's film were all in the the same genre.,0
